id,text,label,label_id,split
143,原油価格の仕組みを知りたい。リスクとリターンの両方を考えたい。,金融・経済,4,train
144,ネットで海外旅行の景色を見たい。,旅行・観光,2,train
145,今週は自転車競技のチームに入りたい。,スポーツ,3,train
146,昨日、そばを手作りした！,食事・料理,1,test
147,友人と話していて、デザートの店を探している。,食事・料理,1,train
148,今週はサッカーを練習している！,スポーツ,3,train
149,友人と話していて、株価について基本から学びたい！,金融・経済,4,train
150,仕事の合間に道の駅のおすすめルートを知りたい。現地のおいしいものも楽しみたい。,旅行・観光,2,train
151,今日は城で食べ歩きしたい,旅行・観光,2,train
152,ネットでレストランの作り方を覚えたい。,食事・料理,1,train
153,少し前から売上を家計簿と一緒に確認している。複数の情報源を比較している。,金融・経済,4,train
154,今週はLLMがほしい。速度と安定性を重視している。,IT・テクノロジー,0,test
155,休日に陸上を週末に楽しんでいる！,スポーツ,3,train
156,ふと思って、賃金を毎日チェックしている！,金融・経済,4,train
157,仕事の合間にケーキの店を探している。,食事・料理,1,train
158,最近、Google Cloudを仕事で使いたい。速度と安定性を重視している。,IT・テクノロジー,0,train
159,ふと思って、沖縄への旅行を計画していると思っている。,旅行・観光,2,train
160,ネットでレスリングの選手成績を調べているので詳しく調べている。,スポーツ,3,train
161,友人と話していて、金沢で写真を撮りたいと考えている。,旅行・観光,2,train
162,休日に長崎を観光したい！,旅行・観光,2,train
163,仕事の合間にGitHubについて調べている。,IT・テクノロジー,0,train
164,朝からチームのチームに入りたいのでメモしておいた。,スポーツ,3,train
165,休日に住宅ローンの仕組みを知りたい。,金融・経済,4,test
166,昨日、ローンをニュースで見た,金融・経済,4,train
167,来月に向けて、トーナメントが上手くなりたいので詳しく調べている。,スポーツ,3,validation
168,監督の練習試合に参加した。,スポーツ,3,train
169,少し前からレストランの味付けを工夫したい。,食事・料理,1,train
170,少し前から円相場について経済指標を見ているので情報を集めている。,金融・経済,4,train
171,家でSSDの容量を増やしたい。仕事でも使える構成にしたい。,IT・テクノロジー,0,train
172,最近、売上の予測を確認している。短期的な変動だけで判断しないようにしたい。,金融・経済,4,train
173,少し前からデータベースのログを確認していると考えている。,IT・テクノロジー,0,train
174,休日にサラダを家族と食べたい！,食事・料理,1,train
175,家で博物館の旅館を予約したい。,旅行・観光,2,train
176,今週は肉料理を食べ比べたい。休日にゆっくり楽しみたい。,食事・料理,1,train
177,朝からサッカーのスタジアムへ行きたい。次の試合も楽しみにしている。,スポーツ,3,train
178,昨日、iPadを高速化したい。,IT・テクノロジー,0,train
179,ネットで海外旅行の混雑状況が気になる。宿泊先の評判も確認している。,旅行・観光,2,train
180,ふと思って、利益を家計簿と一緒に確認している。,金融・経済,4,test
181,友人と話していて、天ぷらを食べたい。,食事・料理,1,train
182,ネットでテニスで汗を流したので情報を集めている。,スポーツ,3,train
183,少し前から観光地への交通費を調べている,旅行・観光,2,train
184,今日はジョギングの試合を見た。もっと上達する方法を探している。,スポーツ,3,train
185,少し前から日経平均が上がっている。,金融・経済,4,train
186,最近、住宅ローンをニュース記事で読んだ。複数の情報源を比較している。,金融・経済,4,train
187,今週は観光地で温泉に入りたい！,旅行・観光,2,train
188,ネットでPythonのログを確認しているので情報を集めている。,IT・テクノロジー,0,train
189,少し前から日経平均を比較しているのが最近の関心事だ。,金融・経済,4,train
190,来月に向けて、円相場を資産形成に活用したい。複数の情報源を比較している。,金融・経済,4,train
191,休日に所得税を家計簿と一緒に確認している。複数の情報源を比較している。,金融・経済,4,train
192,友人と話していて、セキュリティについて学習中だ。,IT・テクノロジー,0,validation
193,最近、函館を観光したい。交通費を抑えたプランにしたい。,旅行・観光,2,train
194,今週はスノーボードのプロ選手を目指している。,スポーツ,3,train
195,仕事の合間に予算の予測を確認していると考えている。,金融・経済,4,train
196,ふと思って、OSの使い方を知りたい。速度と安定性を重視している。,IT・テクノロジー,0,train
197,昨日、投資についてデータを集めている。短期的な変動だけで判断しないようにしたい。,金融・経済,4,train
198,最近、城までの行き方を調べている。家族でも楽しめる場所がいい。,旅行・観光,2,train
199,友人と話していて、モニターの容量を増やしたい。新しい機能も試してみたい。,IT・テクノロジー,0,validation
200,ふと思って、税金を比較している。リスクとリターンの両方を考えたい。,金融・経済,4,train
201,友人と話していて、AIを試してみたい。,IT・テクノロジー,0,train
202,最近、ラーメンを冷凍保存したいのでメモしておいた。,食事・料理,1,train
203,少し前から札幌を家族で訪れたいのでメモしておいた。,旅行・観光,2,test
204,今週はバックアップの使い方を知りたいと考えている。,IT・テクノロジー,0,validation
205,ふと思って、刺身のおすすめを知りたいと思っている。,食事・料理,1,train
206,家で弁当の人気店を調べている。,食事・料理,1,train
207,最近、GDPを毎日チェックしている。家計への影響も確認しておきたい。,金融・経済,4,train
208,友人と話していて、VPNを高速化したい。予算と性能のバランスも気になる。,IT・テクノロジー,0,validation
209,ネットで売上への影響を調べている。短期的な変動だけで判断しないようにしたい。,金融・経済,4,validation
210,昨日、PCを高速化したいので詳しく調べている。,IT・テクノロジー,0,train
211,仕事の合間にタブレットの最新版が気になる。初心者でも扱いやすい方法を探している。,IT・テクノロジー,0,test
212,今週はGPUについて調べている。新しい機能も試してみたい。,IT・テクノロジー,0,train
213,朝からPCを新しくしたいと思っている。,IT・テクノロジー,0,train
214,来月に向けて、函館のホテルを探している。,旅行・観光,2,train
215,家でアプリの動作が遅い。,IT・テクノロジー,0,train
216,今週はAIを接続したいので詳しく調べている。,IT・テクノロジー,0,train
217,昨日、定食のレシピを探している,食事・料理,1,train
218,家でラーメンを食べ比べたい。できれば簡単に作れる方法がいい。,食事・料理,1,train
219,朝からモニターを買い替えたい。,IT・テクノロジー,0,train
220,今日は景気のリスクを考えているのでメモしておいた。,金融・経済,4,train
221,昨日、バレーのトレーニングを始めた。基礎からフォームを見直したい。,スポーツ,3,train
222,朝から離島へ新幹線で行く。交通費を抑えたプランにしたい。,旅行・観光,2,train
223,ふと思って、温泉までの行き方を調べているので情報を集めている。,旅行・観光,2,train
224,来月に向けて、Webアプリを新しくしたい。,IT・テクノロジー,0,train
225,ふと思って、ドル円を長期的に見ているのが最近の関心事だ。,金融・経済,4,validation
226,来月に向けて、体育館の観戦チケットを取ったので詳しく調べている。,スポーツ,3,train
227,ネットで新幹線でゆっくり過ごしたいと思っている。,旅行・観光,2,train
228,少し前から株価について経済指標を見ている。長期的な傾向を見て判断したい。,金融・経済,4,train
229,生成AIでツールを作りたい。予算と性能のバランスも気になる。,IT・テクノロジー,0,train
230,シチューのレシピを探しているので詳しく調べている。,食事・料理,1,train
231,今週はホテルをレンタカーで巡りたい。混雑を避けて回りたい。,旅行・観光,2,train
232,友人と話していて、バレーの大会をテレビで見た。次の試合も楽しみにしている。,スポーツ,3,train
233,休日にレシピを簡単に作りたい。,食事・料理,1,validation
234,家でレスリングで汗を流した！,スポーツ,3,train
235,昨日、卓球を週末に楽しんでいる！,スポーツ,3,test
236,休日にコンテナのセキュリティを強化したい。予算と性能のバランスも気になる。,IT・テクノロジー,0,train
237,最近、スポーツ観戦の選手成績を調べている。もっと上達する方法を探している。,スポーツ,3,validation
238,来月に向けて、物価の変化が気になっている。,金融・経済,4,train
239,今日は調味料を辛めに作りたい。家族にも好評な味にしたい。,食事・料理,1,train
240,家で卓球で体を動かしたいので詳しく調べている。,スポーツ,3,train
241,少し前から経済成長が下がっている！,金融・経済,4,train
242,ネットで練習の大会に出たい。基礎からフォームを見直したい。,スポーツ,3,train
243,休日に投資の仕組みを知りたい。数字の背景も理解したい。,金融・経済,4,train
244,今日はメモリの容量を増やしたい。仕事でも使える構成にしたい。,IT・テクノロジー,0,test
245,今日はファイアウォールを新しくしたい。予算と性能のバランスも気になる。,IT・テクノロジー,0,train
246,筋肉の日本代表が気になる。,スポーツ,3,train
247,休日にラグビーで記録を伸ばしたい！,スポーツ,3,train
248,ネットで練習の日本代表が気になる。,スポーツ,3,validation
249,家でセキュリティでツールを作りたい！,IT・テクノロジー,0,test
250,ふと思って、LLMを新しくしたい。,IT・テクノロジー,0,train
251,仕事の合間にワールドカップの大会結果に驚いたのでメモしておいた。,スポーツ,3,test
252,休日にデスクトップPCを勉強したいので情報を集めている。,IT・テクノロジー,0,train
253,来月に向けて、ピザを食べたい。できれば簡単に作れる方法がいい。,食事・料理,1,test
254,少し前からおにぎりを作りたい。,食事・料理,1,train
255,今週はレシピの作り方を覚えたい！,食事・料理,1,train
256,来月に向けて、カフェのレシピを探している。休日にゆっくり楽しみたい。,食事・料理,1,train
257,休日に卓球を週末に楽しんでいる。もっと上達する方法を探している。,スポーツ,3,validation
258,休日に野菜を冷凍保存したいと考えている。,食事・料理,1,validation
259,仕事の合間に博物館へ一人旅したい。,旅行・観光,2,train
260,朝から市場の動きを確認している。数字の背景も理解したい。,金融・経済,4,train
261,最近、デフレをニュースで見た。数字の背景も理解したい。,金融・経済,4,train
262,ふと思って、クラウドの使い方を知りたい。,IT・テクノロジー,0,test
263,友人と話していて、VS Codeの容量を増やしたい。,IT・テクノロジー,0,validation
264,朝からラグビーのフォームを改善したい。,スポーツ,3,validation
265,来月に向けて、金利のリスクを考えている。数字の背景も理解したい。,金融・経済,4,train
266,今週はゴールの練習試合に参加した。選手のプレーを参考にしたい。,スポーツ,3,test
267,家でジョギングの得点シーンを見返した。もっと上達する方法を探している。,スポーツ,3,train
268,朝からAPIを開発していると考えている。,IT・テクノロジー,0,train
269,来月に向けて、ランチをもう一度食べたいと考えている。,食事・料理,1,train
270,来月に向けて、スマホについて調べている！,IT・テクノロジー,0,validation
271,来月に向けて、陸上を週末に楽しんでいる。選手のプレーを参考にしたい。,スポーツ,3,train
272,テニスを毎週続けている。,スポーツ,3,train
273,今週は金沢へ連休に行く予定だので詳しく調べている。,旅行・観光,2,train
274,仕事の合間に決算の仕組みを知りたい。複数の情報源を比較している。,金融・経済,4,train
275,友人と話していて、PCを自作してみたい。,IT・テクノロジー,0,train
276,今週は中央銀行について基本から学びたい。,金融・経済,4,train
277,ふと思って、プリンをさっぱり味にしたい。できれば簡単に作れる方法がいい。,食事・料理,1,train
278,休日にゴールで汗を流した。無理なく長く続けたい。,スポーツ,3,train
279,友人と話していて、マラソンの大会をテレビで見たので詳しく調べている。,スポーツ,3,test
280,定食を冷凍保存したい！,食事・料理,1,train
281,休日にジョギングの大会結果に驚いた。もっと上達する方法を探している。,スポーツ,3,train
282,家でセキュリティを自動化に使いたい。新しい機能も試してみたい。,IT・テクノロジー,0,train
283,昨日、そばに合う調味料を知りたい。近くのおいしい店も探している。,食事・料理,1,train
284,ネットで空港から帰ってきた。,旅行・観光,2,train
285,ふと思って、サッカーの試合日程を見ているので詳しく調べている。,スポーツ,3,train
286,少し前から博物館で食べ歩きしたい。宿泊先の評判も確認している。,旅行・観光,2,train
287,来月に向けて、神戸で食べ歩きしたい。移動時間をなるべく短くしたい。,旅行・観光,2,train
288,来月に向けて、おにぎりを作りたい。できれば簡単に作れる方法がいい。,食事・料理,1,train
289,昨日、カレーの作り方を覚えたい！,食事・料理,1,train
290,今日は温泉を観光したいのでメモしておいた。,旅行・観光,2,train
291,友人と話していて、ゴールの試合日程を見ている！,スポーツ,3,train
292,ふと思って、カフェのカロリーが気になる,食事・料理,1,test
293,仕事の合間にパンのおすすめを知りたい。休日にゆっくり楽しみたい。,食事・料理,1,train
294,休日に貯金をニュース記事で読んだ。家計への影響も確認しておきたい。,金融・経済,4,train
295,家で野球の戦術を分析したい。基礎からフォームを見直したい。,スポーツ,3,train
296,来月に向けて、パソコンのログを確認していると思っている。,IT・テクノロジー,0,train
297,今日は為替への影響を調べている！,金融・経済,4,train
298,朝からVPNを設定している。仕事でも使える構成にしたい。,IT・テクノロジー,0,train
299,休日にファイアウォールがほしいので情報を集めている。,IT・テクノロジー,0,train
300,ふと思って、中央銀行について基本から学びたいのが最近の関心事だ。,金融・経済,4,train
301,配当が企業業績に与える影響を調べた。,金融・経済,4,train
302,仕事の合間にハンバーグの店を探している！,食事・料理,1,train
303,最近、自転車競技の大会をテレビで見た。基礎からフォームを見直したい。,スポーツ,3,train
304,家でキーボードの容量を増やしたい。,IT・テクノロジー,0,train
305,債券を家計簿と一緒に確認しているのでメモしておいた。,金融・経済,4,train
306,家で年金について勉強しているのが最近の関心事だ。,金融・経済,4,validation
307,紅茶をお弁当に入れたい。休日にゆっくり楽しみたい。,食事・料理,1,test
308,今週はAIの動作が遅いので詳しく調べている。,IT・テクノロジー,0,train
309,来月に向けて、剣道で汗を流した。もっと上達する方法を探している。,スポーツ,3,train
310,休日に大阪への旅行を計画しているのでメモしておいた。,旅行・観光,2,train
311,ネットで牛丼の材料を買ってきたので詳しく調べている。,食事・料理,1,train
312,家でクラウドを設定していると考えている。,IT・テクノロジー,0,train
313,家で生成AIの不具合を直したい。速度と安定性を重視している。,IT・テクノロジー,0,test
314,休日にサッカーの大会結果に驚いた。もっと上達する方法を探している。,スポーツ,3,train
315,家で卓球の得点シーンを見返した。もっと上達する方法を探している。,スポーツ,3,train
316,ネットでテーマパークへ連休に行く予定だので詳しく調べている。,旅行・観光,2,train
317,昨日、日経平均について勉強している。,金融・経済,4,train
318,家で炒飯がおいしかった。値段と量のバランスも気になる。,食事・料理,1,train
319,昨日、メモリについて調べている。,IT・テクノロジー,0,train
320,ふと思って、フィギュアスケートを友人とプレーした。基礎からフォームを見直したい。,スポーツ,3,train
321,家で飛行機の旅館を予約したい,旅行・観光,2,validation
322,少し前から家族旅行への交通費を調べていると思っている。,旅行・観光,2,train
323,家でアイスを家族と食べたいと考えている。,食事・料理,1,train
324,仕事の合間に資源価格のリスクを考えている。家計への影響も確認しておきたい。,金融・経済,4,train
325,家でLLMでエラーが出た。初心者でも扱いやすい方法を探している。,IT・テクノロジー,0,train
326,休日に函館への旅行を計画している。,旅行・観光,2,train
327,朝からLinuxの設定を見直したいのが最近の関心事だ。,IT・テクノロジー,0,train
328,友人と話していて、ランニングのフォームを改善したいのでメモしておいた。,スポーツ,3,train
329,家で函館の旅館を予約したいので情報を集めている。,旅行・観光,2,train
330,今週は海の景色を見たい！,旅行・観光,2,train
331,ふと思って、ボクシングで体を動かしたい。無理なく長く続けたい。,スポーツ,3,test
332,ネットでキーボードを接続したい。予算と性能のバランスも気になる。,IT・テクノロジー,0,test
333,家でパスタを家族と食べたい。辛さは控えめにしたい。,食事・料理,1,train
334,朝からWebアプリの容量を増やしたい。予算と性能のバランスも気になる。,IT・テクノロジー,0,train
335,Jリーグが上手くなりたい。基礎からフォームを見直したい。,スポーツ,3,train
336,休日に資源価格について家計への影響を確認した。,金融・経済,4,validation
337,少し前からロードバイクの大会結果に驚いたと考えている。,スポーツ,3,train
338,最近、空港の宿泊費を比較している。現地のおいしいものも楽しみたい。,旅行・観光,2,train
339,少し前から投資の今後が気になるのが最近の関心事だ。,金融・経済,4,train
340,ふと思って、スマホでエラーが出た。,IT・テクノロジー,0,train
341,朝からデフレの推移をグラフで見ている。家計への影響も確認しておきたい。,金融・経済,4,train
342,昨日、雇用統計の変化が気になっているので情報を集めている。,金融・経済,4,train
343,休日に監督の試合を見た！,スポーツ,3,train
344,朝からトレーニングを毎週続けている。,スポーツ,3,train
345,来月に向けて、インフレが上がっている！,金融・経済,4,train
346,来月に向けて、デザートのレシピを探していると考えている。,食事・料理,1,train
347,今日はCPUを自動化に使いたい。,IT・テクノロジー,0,test
348,今週は政策金利について基本から学びたい。,金融・経済,4,train
349,昨日、Copilotを接続したい。初心者でも扱いやすい方法を探している。,IT・テクノロジー,0,validation
350,仕事の合間に温泉へ一人旅したいと思っている。,旅行・観光,2,test
351,休日にアプリの不具合を直したいと考えている。,IT・テクノロジー,0,train
352,休日にフォームの結果を確認した。次の試合も楽しみにしている。,スポーツ,3,test
353,休日にDockerを試してみたいので詳しく調べている。,IT・テクノロジー,0,train
354,家で筋肉のトレーニングを始めた。次の試合も楽しみにしている。,スポーツ,3,validation
355,今週はプログラミングの不具合を直したいと思っている。,IT・テクノロジー,0,train
356,友人と話していて、コンテナを新しくしたい。,IT・テクノロジー,0,train
357,ネットでランチを食べ比べたいので情報を集めている。,食事・料理,1,train
358,今日はランニングが上手くなりたい。無理なく長く続けたい。,スポーツ,3,train
359,少し前からネットワークの最新版が気になるので情報を集めている。,IT・テクノロジー,0,train
360,最近、税金の動向に注目している。家計への影響も確認しておきたい。,金融・経済,4,train
361,仕事の合間に資産運用の最新情報を調べている！,金融・経済,4,test
362,朝からGPUでエラーが出た。仕事でも使える構成にしたい。,IT・テクノロジー,0,train
363,最近、離島で観光案内を見ているので詳しく調べている。,旅行・観光,2,train
364,昨日、企業業績の今後が気になるのでメモしておいた。,金融・経済,4,train
365,昨日、セキュリティを自動化に使いたい。,IT・テクノロジー,0,train
366,休日にドル円の見通しを確認している。,金融・経済,4,train
367,来月に向けて、京都を一日で回りたい。,旅行・観光,2,train
368,朝からJavaScriptについて調べている。できれば使いやすいものを選びたい。,IT・テクノロジー,0,test
369,今週はお好み焼きを辛めに作りたい。,食事・料理,1,test
370,来月に向けて、インフレをニュース記事で読んだ。,金融・経済,4,test
371,今週は北海道で食べ歩きしたい！,旅行・観光,2,test
