id,text,label,label_id,split
37,友人とハンバーグの店が混んでいたので別の店を探した。,食事・料理,1,validation
38,休日にうどんをもう少しおいしく作りたい。,食事・料理,1,train
39,データベースを使って簡単なツールを作った。,IT・テクノロジー,0,train
40,休日に体操で使う道具を新しくした。,スポーツ,3,train
41,今日は観光地周辺の観光スポットを調べている。,旅行・観光,2,train
42,朝から寿司の店が混んでいたので別の店を探した！,食事・料理,1,train
43,朝からPythonでエラーが発生したので原因を確認した。,IT・テクノロジー,0,train
44,決算の変化をグラフで確認した。,金融・経済,4,train
45,今日は家計が企業活動にどう影響するか考えた。,金融・経済,4,validation
46,休日にサッカーの練習を始めた。,スポーツ,3,train
47,今日はフィギュアスケートのトレーニング方法を確認している。,スポーツ,3,train
48,次の休みに展望台へ行く予定だ。,旅行・観光,2,validation
49,朝からインフレについて基本から勉強している。,金融・経済,4,train
50,ネットで休日にそばを手作りした。,食事・料理,1,train
51,休日にバスケットボールの試合日程を確認した。,スポーツ,3,train
52,家族旅行でホテルを訪れたい。,旅行・観光,2,train
53,会社でスマートフォンを導入する予定だ。,IT・テクノロジー,0,train
54,朝からラグビーのトレーニング方法を調べている。,スポーツ,3,train
55,友人とフィギュアスケートの大会結果を確認した。,スポーツ,3,train
56,ネットで自転車競技の大会結果を確認した。,スポーツ,3,train
57,先週、株価の動きを毎日確認している。,金融・経済,4,validation
58,休日に柔道の試合日程を確認した！,スポーツ,3,train
59,先週、福岡で泊まる場所を探している。,旅行・観光,2,train
60,先週、駅前の店でおにぎりを注文した。,食事・料理,1,train
61,朝からセキュリティのセキュリティ対策を強化したい。,IT・テクノロジー,0,train
62,休日に空港の混雑状況が気になっている。,旅行・観光,2,train
63,家で家計が企業活動にどう影響するか考えた。,金融・経済,4,train
64,家族旅行で観光地を訪れたい。,旅行・観光,2,validation
65,先週、LLMのアップデート内容が気になっている。,IT・テクノロジー,0,train
66,ネットで冷蔵庫の材料でコーヒーを作れそうだ。,食事・料理,1,train
67,仕事でラーメンの店が混んでいたので別の店を探した。,食事・料理,1,train
68,友人とOSを使った業務効率化を検討している。,IT・テクノロジー,0,train
69,仕事でスノーボードのルールをもう一度調べた。,スポーツ,3,validation
70,ネットで金利の変化をグラフで確認した。,金融・経済,4,train
71,朝からバスケットボールの選手の動きが印象に残った。,スポーツ,3,test
72,休日に水泳をテレビで観戦する予定だ。,スポーツ,3,train
73,企業業績について専門家の解説を読んだ！,金融・経済,4,validation
74,ネットでケーキの簡単なレシピを探している。,食事・料理,1,train
75,仕事で旅館で泊まる場所を探している。,旅行・観光,2,train
76,友人とAPIを使って簡単なツールを作った。,IT・テクノロジー,0,train
77,先週、経済成長に関する制度を調べている。,金融・経済,4,test
78,休日にWebサービスの設定方法を確認している。,IT・テクノロジー,0,train
79,次の休みに山間部へ行く予定だ。,旅行・観光,2,train
80,休日に保険の変化をグラフで確認した。,金融・経済,4,train
81,休日に冷蔵庫の材料でおにぎりを作れそうだ。,食事・料理,1,validation
82,最近、バドミントンの練習を始めた。,スポーツ,3,test
83,ネットで税金について基本から勉強している。,金融・経済,4,train
84,ネットで京都の混雑状況が気になっている。,旅行・観光,2,train
85,最近、預金についてニュースで解説されていた。,金融・経済,4,train
86,福岡で写真を撮りたい。,旅行・観光,2,train
87,友人と海辺への旅行費用を計算している。,旅行・観光,2,validation
88,今日は剣道の選手の動きが印象に残った。,スポーツ,3,train
89,家族旅行で京都を訪れたい。,旅行・観光,2,test
90,ネットでLLMを使った業務効率化を検討している。,IT・テクノロジー,0,train
91,駅前の店でラーメンを注文した。,食事・料理,1,train
92,朝から資産運用について基本から勉強している。,金融・経済,4,validation
93,休日にアプリの性能を比較してみたい。,IT・テクノロジー,0,validation
94,バレーボールの大会結果を確認した。,スポーツ,3,train
95,今日はWi-Fiを学習するために教材を探している。,IT・テクノロジー,0,test
96,先週、冷蔵庫の材料でそばを作れそうだ。,食事・料理,1,train
97,先週、LLMを使った業務効率化を検討している。,IT・テクノロジー,0,train
98,今夜はコーヒーを作る予定だ。,食事・料理,1,train
99,今日は神戸で写真を撮りたい。,旅行・観光,2,train
100,最近、休日に唐揚げを手作りした。,食事・料理,1,train
101,友人とテニスの練習を始めた。,スポーツ,3,train
102,今日は税金の今後の見通しが気になっている。,金融・経済,4,train
103,物価の変化をグラフで確認した。,金融・経済,4,train
104,先週、野球のルールをもう一度調べた。,スポーツ,3,train
105,今日は新幹線の混雑状況が気になっている。,旅行・観光,2,train
106,最近、為替について基本から勉強している。,金融・経済,4,train
107,先週、配当のリスクを整理している。,金融・経済,4,validation
108,今日は経済成長の今後の見通しが気になっている。,金融・経済,4,test
109,展望台までの交通手段を比較している。,旅行・観光,2,train
110,先週、マラソンの練習を始めた。,スポーツ,3,train
111,朝から駅前の店でうどんを注文した。,食事・料理,1,train
112,最近、サッカーの選手の動きが印象に残った。,スポーツ,3,validation
113,仕事で京都で写真を撮りたい。,旅行・観光,2,train
114,先週、ハンバーグの店が混んでいたので別の店を探した。,食事・料理,1,train
115,先週、京都周辺の観光スポットを調べている。,旅行・観光,2,train
116,先週、柔道の試合日程を確認した。,スポーツ,3,validation
117,友人とパンに合う調味料を試してみたい。,食事・料理,1,validation
118,週末にラグビーの試合を見た。,スポーツ,3,validation
119,家で鍋料理をもう少しおいしく作りたい。,食事・料理,1,test
120,家で美術館で写真を撮りたい。,旅行・観光,2,train
121,仕事でテニスのチームを応援している。,スポーツ,3,train
122,友人と休日にそばを手作りした。,食事・料理,1,train
123,ネットで円相場の今後の見通しが気になっている。,金融・経済,4,train
124,先週、うどんの簡単なレシピを探している。,食事・料理,1,validation
125,仕事で税金のリスクを整理している。,金融・経済,4,train
126,最近、企業業績のリスクを整理している。,金融・経済,4,train
127,今日は野球の試合日程を確認した。,スポーツ,3,train
128,最近、税金の動きを毎日確認している。,金融・経済,4,train
129,仕事でGPUのセキュリティ対策を強化したい。,IT・テクノロジー,0,train
130,最近、沖縄までの交通手段を比較している。,旅行・観光,2,train
131,友人とコーヒーの簡単なレシピを探している。,食事・料理,1,test
132,朝から山間部周辺の観光スポットを調べている。,旅行・観光,2,train
133,友人と冷蔵庫の材料で味噌汁を作れそうだ。,食事・料理,1,train
134,仕事で寿司の店が混んでいたので別の店を探した。,食事・料理,1,train
135,ネットで剣道をテレビで観戦する予定だ。,スポーツ,3,train
136,ネットで投資信託についてニュースで解説されていた。,金融・経済,4,train
137,旅館の近くで食事できる店を探した。,旅行・観光,2,train
138,美術館の混雑状況が気になっている。,旅行・観光,2,test
139,仕事で株価について専門家の解説を読んだ。,金融・経済,4,validation
140,会社でバックアップを導入する予定だ。,IT・テクノロジー,0,train
141,朝から投資信託について専門家の解説を読んだ。,金融・経済,4,validation
142,朝からLLMでエラーが発生したので原因を確認した。,IT・テクノロジー,0,train
143,友人とゴルフのチームを応援している。,スポーツ,3,train
144,山間部のおすすめルートを確認した。,旅行・観光,2,train
145,友人と住宅ローンについてニュースで解説されていた。,金融・経済,4,test
146,仕事で旅館で写真を撮りたい。,旅行・観光,2,train
147,先週、OSの性能を比較してみたい。,IT・テクノロジー,0,train
148,先週、Pythonでエラーが発生したので原因を確認した。,IT・テクノロジー,0,train
149,休日に景気の今後の見通しが気になっている。,金融・経済,4,train
150,先週、プログラムでエラーが発生したので原因を確認した。,IT・テクノロジー,0,train
151,休日に金利が家計に与える影響を調べている。,金融・経済,4,train
152,休日にテニスで使う道具を新しくした。,スポーツ,3,train
153,仕事で冷蔵庫の材料でコーヒーを作れそうだ。,食事・料理,1,train
154,先週、投資信託が企業活動にどう影響するか考えた。,金融・経済,4,train
155,仕事でサラダの簡単なレシピを探している。,食事・料理,1,train
156,友人と冷蔵庫の材料でカレーを作れそうだ。,食事・料理,1,test
157,休日に自転車競技で使う道具を新しくした。,スポーツ,3,train
158,仕事で体操のルールをもう一度調べた。,スポーツ,3,train
159,先週、ネットワークを使った業務効率化を検討している！,IT・テクノロジー,0,train
160,友人とWebサービスのアップデート内容が気になっている。,IT・テクノロジー,0,validation
161,先週、サラダの簡単なレシピを探している。,食事・料理,1,train
162,次の休みにホテルへ行く予定だ。,旅行・観光,2,train
163,家でバスケットボールのチームを応援している。,スポーツ,3,test
164,休日にGPUのアップデート内容が気になっている。,IT・テクノロジー,0,train
165,最近、国債について基本から勉強している！,金融・経済,4,validation
166,友人と卓球で使う道具を新しくした！,スポーツ,3,train
167,家で観光地の近くで食事できる店を探した。,旅行・観光,2,train
168,ネットでシチューに合う調味料を試してみたい！,食事・料理,1,train
169,今日はクラウドのセキュリティ対策を強化したい。,IT・テクノロジー,0,train
170,今日は海辺の混雑状況が気になっている。,旅行・観光,2,train
171,家で景気が企業活動にどう影響するか考えた。,金融・経済,4,train
172,今日はバスケットボールをテレビで観戦する予定だ。,スポーツ,3,train
173,ネットで空港の混雑状況が気になっている。,旅行・観光,2,train
174,アプリでエラーが発生したので原因を確認した。,IT・テクノロジー,0,train
175,最近、スマートフォンでエラーが発生したので原因を確認した。,IT・テクノロジー,0,train
176,仕事で預金の今後の見通しが気になっている。,金融・経済,4,test
177,今日は北海道で写真を撮りたい。,旅行・観光,2,train
178,週末にテニスの試合を見た。,スポーツ,3,train
179,今日はスマートフォンの運用コストを見直している。,IT・テクノロジー,0,test
180,次の休みに奈良へ行く予定だ。,旅行・観光,2,train
181,次の休みに海辺へ行く予定だ。,旅行・観光,2,validation
182,最近、APIの設定方法を調べている。,IT・テクノロジー,0,train
183,仕事で生成AIを使って簡単なツールを作った。,IT・テクノロジー,0,train
184,仕事で機械学習を使った業務効率化を検討している。,IT・テクノロジー,0,train
185,仕事で柔道の選手の動きが印象に残った。,スポーツ,3,train
186,休日にセキュリティを使った業務効率化を検討している。,IT・テクノロジー,0,train
187,最近、Wi-Fiのアップデート内容が気になっている。,IT・テクノロジー,0,validation
188,休日に沖縄の混雑状況が気になっている。,旅行・観光,2,train
189,ネットで金沢で泊まる場所を探している。,旅行・観光,2,train
190,ネットで福岡で写真を撮りたい。,旅行・観光,2,test
191,先週、卓球で使う道具を新しくした。,スポーツ,3,train
192,ネットで広島への旅行費用を計算している。,旅行・観光,2,train
193,次の休みに観光地へ行く予定だ！,旅行・観光,2,train
194,先週、経済成長の変化をグラフで確認した。,金融・経済,4,train
195,保険の今後の見通しが気になっている。,金融・経済,4,validation
196,ゴルフの試合日程を確認した。,スポーツ,3,train
197,友人と休日に寿司を手作りした。,食事・料理,1,train
198,今日はインフレが企業活動にどう影響するか考えた。,金融・経済,4,train
199,今日は企業業績のリスクを整理している。,金融・経済,4,train
200,仕事でセキュリティのセキュリティ対策を強化したい。,IT・テクノロジー,0,train
201,休日に寿司を手作りした。,食事・料理,1,train
202,昼ごはんにオムライスを食べた。,食事・料理,1,train
203,家でバスケットボールの選手の動きが印象に残った。,スポーツ,3,train
204,最近、投資信託について基本から勉強している！,金融・経済,4,train
205,家で観光地で写真を撮りたい。,旅行・観光,2,train
206,家族と一緒にコーヒーを食べに行った。,食事・料理,1,train
207,最近、温泉街までの交通手段を比較している。,旅行・観光,2,train
208,Webサービスでエラーが発生したので原因を確認した。,IT・テクノロジー,0,test
209,朝から展望台のおすすめルートを確認した。,旅行・観光,2,train
210,休日にゴルフのルールをもう一度調べた。,スポーツ,3,train
211,家でネットワークでエラーが発生したので原因を確認した。,IT・テクノロジー,0,train
212,今日は水泳をテレビで観戦する予定だ。,スポーツ,3,validation
213,ネットでサッカーで使う道具を新しくした。,スポーツ,3,validation
214,休日に奈良への旅行費用を計算している。,旅行・観光,2,train
215,友人と駅前の店でラーメンを注文した。,食事・料理,1,train
216,休日に決算が家計に与える影響を調べている。,金融・経済,4,train
217,家族旅行で山間部を訪れたい。,旅行・観光,2,train
218,仕事でゴルフのトレーニング方法を調べている。,スポーツ,3,validation
219,週末にボクシングの試合を見た。,スポーツ,3,train
220,仕事でプログラムを使った業務効率化を検討している。,IT・テクノロジー,0,validation
221,今日は冷蔵庫の材料で鍋料理を作れそうだ。,食事・料理,1,train
222,家で市場が企業活動にどう影響するか考えた。,金融・経済,4,train
223,ネットで鍋料理に合う調味料を試してみたい。,食事・料理,1,test
224,空港の近くで食事できる店を探した。,旅行・観光,2,train
225,友人とパンの簡単なレシピを探している。,食事・料理,1,train
226,休日に野球をテレビで観戦する予定だ！,スポーツ,3,train
227,友人と国債の変化をグラフで確認した。,金融・経済,4,train
228,ネットで株価について専門家の解説を読んだ。,金融・経済,4,train
229,友人と餃子に合う調味料を試してみたい。,食事・料理,1,train
230,先週、プログラムを使って簡単なツールを作った。,IT・テクノロジー,0,train
231,休日に為替について専門家の解説を読んだ。,金融・経済,4,train
232,友人と預金について基本から勉強している。,金融・経済,4,train
233,最近、アプリの性能を比較してみたい！,IT・テクノロジー,0,train
234,先週、バレーボールをテレビで観戦する予定だ。,スポーツ,3,validation
235,家で金利の変化をグラフで確認した。,金融・経済,4,train
236,休日に決算の変化をグラフで確認した。,金融・経済,4,train
237,友人と休日にパンを手作りした。,食事・料理,1,train
238,ゴルフをテレビで観戦する予定だ。,スポーツ,3,train
239,仕事でAPIを使って簡単なツールを作った。,IT・テクノロジー,0,train
240,最近、ホテル周辺の観光スポットを調べている。,旅行・観光,2,train
241,家で為替が家計に与える影響を調べている。,金融・経済,4,train
242,家で家計の今後の見通しが気になっている。,金融・経済,4,train
243,仕事でラグビーで使う道具を新しくした！,スポーツ,3,validation
244,うどんをもう少しおいしく作りたい。,食事・料理,1,train
245,朝から資産運用が企業活動にどう影響するか考えた。,金融・経済,4,test
246,ネットで沖縄への旅行費用を計算している。,旅行・観光,2,train
247,最近、LLMの運用コストを見直している。,IT・テクノロジー,0,train
248,友人と物価に関する制度を調べている。,金融・経済,4,train
249,最近、家計に関する制度を調べている。,金融・経済,4,train
250,朝からOSを学習するために教材を探している。,IT・テクノロジー,0,train
251,最近、シチューをもう少しおいしく作りたい。,食事・料理,1,train
252,朝から金利についてニュースで解説されていた。,金融・経済,4,train
253,最近、野球のチームを応援している。,スポーツ,3,test
254,先週、機械学習の性能を比較してみたい。,IT・テクノロジー,0,train
255,友人とセキュリティの運用コストを見直している。,IT・テクノロジー,0,train
256,家でスマートフォンでエラーが発生したので原因を確認した！,IT・テクノロジー,0,train
257,最近、経済成長についてニュースで解説されていた。,金融・経済,4,train
258,朝からテニスの試合日程を確認した！,スポーツ,3,train
259,休日に機械学習を使って簡単なツールを作った。,IT・テクノロジー,0,train
260,友人とスノーボードの大会結果を確認した。,スポーツ,3,train
261,休日に冷蔵庫の材料でサラダを作れそうだ。,食事・料理,1,train
262,今日は預金の変化をグラフで確認した。,金融・経済,4,test
263,市場の今後の見通しが気になっている。,金融・経済,4,train
264,仕事でアプリでエラーが発生したので原因を確認した。,IT・テクノロジー,0,train
265,朝から投資信託についてニュースで解説されていた。,金融・経済,4,train
266,友人とOSの設定方法を調べている！,IT・テクノロジー,0,train
267,家で企業業績に関する制度を調べている。,金融・経済,4,train
268,Webサービスの設定方法を調べている。,IT・テクノロジー,0,train
269,先週、ゴルフのチームを応援している。,スポーツ,3,train
270,最近、為替について専門家の解説を読んだ。,金融・経済,4,test
271,今日はスキーのルールをもう一度調べた。,スポーツ,3,train
272,友人と景気に関する制度を調べている。,金融・経済,4,validation
273,旅館のおすすめルートを確認した。,旅行・観光,2,train
274,最近、配当の動きを毎日確認している。,金融・経済,4,train
275,朝から海辺までの交通手段を比較している。,旅行・観光,2,test
276,ラグビーのチームを応援している。,スポーツ,3,train
277,為替に関する制度を調べている。,金融・経済,4,train
278,先週、円相場の今後の見通しが気になっている。,金融・経済,4,train
279,決算が企業活動にどう影響するか考えた。,金融・経済,4,validation
280,先週、旅館までの交通手段を比較している。,旅行・観光,2,train
281,ネットで陸上のルールをもう一度調べた。,スポーツ,3,validation
282,最近、金沢のおすすめルートを確認した。,旅行・観光,2,train
283,朝から経済成長に関する制度を調べている。,金融・経済,4,train
284,朝からクラウドでエラーが発生したので原因を確認した。,IT・テクノロジー,0,train
285,友人と観光地で泊まる場所を探している。,旅行・観光,2,train
286,友人とコーヒーに合う調味料を試してみたい！,食事・料理,1,test
287,朝からインフレに関する制度を調べている！,金融・経済,4,validation
288,友人と税金について基本から勉強している。,金融・経済,4,train
289,剣道のチームを応援している。,スポーツ,3,train
290,友人と美術館で泊まる場所を探している。,旅行・観光,2,train
291,家でLLMを使った業務効率化を検討している。,IT・テクノロジー,0,train
292,仕事で自転車競技をテレビで観戦する予定だ！,スポーツ,3,train
293,ネットで福岡で泊まる場所を探している。,旅行・観光,2,train
294,仕事で企業業績について基本から勉強している。,金融・経済,4,train
295,最近、円相場の今後の見通しが気になっている。,金融・経済,4,train
296,マラソンの大会結果を確認した。,スポーツ,3,train
297,友人とデータベースでエラーが発生したので原因を確認した。,IT・テクノロジー,0,train
298,昼ごはんに炒飯を食べた。,食事・料理,1,train
299,最近、インフレのリスクを整理している。,金融・経済,4,train
300,卓球のルールをもう一度調べた。,スポーツ,3,train
301,休日に福岡周辺の観光スポットを調べている。,旅行・観光,2,train
302,家計についてニュースで解説されていた。,金融・経済,4,train
303,休日に神戸周辺の観光スポットを調べている。,旅行・観光,2,train
304,ネットで冷蔵庫の材料で焼き魚を作れそうだ。,食事・料理,1,train
305,休日にOSの性能を比較してみたい。,IT・テクノロジー,0,validation
306,朝から物価のリスクを整理している。,金融・経済,4,train
307,朝からパスタの簡単なレシピを探している。,食事・料理,1,train
308,今日は野球の大会結果を確認した。,スポーツ,3,test
309,家で温泉街周辺の観光スポットを調べている。,旅行・観光,2,train
310,昼ごはんにケーキを食べた。,食事・料理,1,train
311,陸上で使う道具を新しくした。,スポーツ,3,train
312,仕事でバスケットボールの大会結果を確認した。,スポーツ,3,train
313,週末にスキーの試合を見た。,スポーツ,3,train
314,友人とバスケットボールのチームを応援している。,スポーツ,3,train
315,ネットで寿司をもう少しおいしく作りたい。,食事・料理,1,test
316,今日は景気について基本から勉強している。,金融・経済,4,train
317,仕事で冷蔵庫の材料でシチューを作れそうだ。,食事・料理,1,train
318,最近、家計が企業活動にどう影響するか考えた。,金融・経済,4,train
319,先週、インフレの変化をグラフで確認した。,金融・経済,4,test
320,家で自転車競技で使う道具を新しくした！,スポーツ,3,test
321,ネットでネットワークでエラーが発生したので原因を確認した！,IT・テクノロジー,0,train
322,家で休日に餃子を手作りした。,食事・料理,1,test
323,仕事で新幹線で写真を撮りたい。,旅行・観光,2,train
324,朝から新幹線の近くで食事できる店を探した。,旅行・観光,2,train
325,仕事で温泉街への旅行費用を計算している。,旅行・観光,2,train
326,家でバレーボールの試合日程を確認した！,スポーツ,3,train
327,先週、インフレが企業活動にどう影響するか考えた！,金融・経済,4,train
328,朝から餃子の店が混んでいたので別の店を探した。,食事・料理,1,train
329,家で市場のリスクを整理している。,金融・経済,4,train
330,今日はプログラムを使って簡単なツールを作った。,IT・テクノロジー,0,train
331,最近、剣道をテレビで観戦する予定だ。,スポーツ,3,test
332,家族と一緒にコーヒーを食べに行った！,食事・料理,1,test
333,仕事でプログラムの運用コストを見直している。,IT・テクノロジー,0,train
334,休日に休日にシチューを手作りした。,食事・料理,1,train
335,休日にGPUのセキュリティ対策を強化したい。,IT・テクノロジー,0,train
336,ネットでクラウドのアップデート内容が気になっている。,IT・テクノロジー,0,train
337,ネットでホテルで写真を撮りたい。,旅行・観光,2,validation
338,休日にデータベースの設定方法を調べている。,IT・テクノロジー,0,train
339,先週、ラグビーのチームを応援している。,スポーツ,3,train
340,朝から冷蔵庫の材料でうどんを作れそうだ。,食事・料理,1,train
341,仕事で自転車競技の試合日程を確認した。,スポーツ,3,train
342,仕事で休日に味噌汁を手作りした。,食事・料理,1,train
343,今日はサーバーの性能を比較してみたい。,IT・テクノロジー,0,train
344,ネットでカレーの簡単なレシピを探している。,食事・料理,1,train
345,最近、バレーボールのチームを応援している。,スポーツ,3,train
346,今日は休日に鍋料理を手作りした。,食事・料理,1,train
347,仕事で水泳の試合日程を確認した。,スポーツ,3,train
348,会社でAPIを導入する予定だ。,IT・テクノロジー,0,train
349,水泳で使う道具を新しくした。,スポーツ,3,train
350,家族と一緒に炒飯を食べに行った。,食事・料理,1,train
351,仕事でPythonのアップデート内容が気になっている。,IT・テクノロジー,0,train
352,朝から景気についてニュースで解説されていた！,金融・経済,4,train
353,会社でプログラムを導入する予定だ。,IT・テクノロジー,0,validation
354,朝から広島のおすすめルートを確認した。,旅行・観光,2,train
355,朝から市場の動きを毎日確認している。,金融・経済,4,train
356,ネットでインフレが企業活動にどう影響するか考えた。,金融・経済,4,train
357,配当のリスクを整理している。,金融・経済,4,train
358,最近、GPUを使った業務効率化を検討している。,IT・テクノロジー,0,validation
359,今夜はラーメンを作る予定だ。,食事・料理,1,train
360,最近、冷蔵庫の材料で鍋料理を作れそうだ。,食事・料理,1,train
361,先週、インフレについて専門家の解説を読んだ。,金融・経済,4,train
362,家でセキュリティを学習するために教材を探している。,IT・テクノロジー,0,train
363,仕事で国債について基本から勉強している。,金融・経済,4,train
364,最近、福岡までの交通手段を比較している。,旅行・観光,2,train
365,ネットで体操のチームを応援している。,スポーツ,3,train
366,最近、マラソンの大会結果を確認した。,スポーツ,3,validation
367,家で空港の混雑状況が気になっている。,旅行・観光,2,validation
368,休日に金沢への旅行費用を計算している。,旅行・観光,2,train
369,先週、美術館周辺の観光スポットを調べている！,旅行・観光,2,test
370,ネットでサラダをもう少しおいしく作りたい。,食事・料理,1,train
371,ネットで陸上の練習を始めた。,スポーツ,3,train
372,今夜はケーキを作る予定だ。,食事・料理,1,validation
373,朝から海辺の近くで食事できる店を探した。,旅行・観光,2,train
374,仕事でフィギュアスケートの大会結果を確認した。,スポーツ,3,train
375,ネットでバスケットボールで使う道具を新しくした。,スポーツ,3,train
376,最近、LLMのセキュリティ対策を強化したい。,IT・テクノロジー,0,train
377,今日は駅前の店でそばを注文した。,食事・料理,1,train
378,自転車競技の大会結果を確認した。,スポーツ,3,validation
379,家で剣道のルールをもう一度調べた。,スポーツ,3,train
380,家で決算について専門家の解説を読んだ。,金融・経済,4,train
381,今夜はシチューを作る予定だ。,食事・料理,1,test
382,ネットで山間部の近くで食事できる店を探した。,旅行・観光,2,validation
383,今夜はうどんを作る予定だ。,食事・料理,1,test
384,先週、プログラムを学習するために教材を探している。,IT・テクノロジー,0,train
385,今日は国債の変化をグラフで確認した。,金融・経済,4,train
386,朝から物価についてニュースで解説されていた。,金融・経済,4,train
387,今日は保険についてニュースで解説されていた。,金融・経済,4,train
388,今日はテニスで使う道具を新しくした。,スポーツ,3,train
389,ネットでゴルフのチームを応援している。,スポーツ,3,train
390,家で企業業績の今後の見通しが気になっている。,金融・経済,4,train
391,朝からコーヒーの店が混んでいたので別の店を探した。,食事・料理,1,train
392,自転車競技の練習を始めた。,スポーツ,3,train
393,友人と休日に味噌汁を手作りした。,食事・料理,1,train
394,ネットで海辺で写真を撮りたい。,旅行・観光,2,test
395,先週、GPUの性能を比較してみたい。,IT・テクノロジー,0,train
396,家族と一緒に餃子を食べに行った。,食事・料理,1,train
397,今日はAPIのアップデート内容が注目している。,IT・テクノロジー,0,train
398,友人と柔道の試合日程を確認した。,スポーツ,3,train
399,朝から経済成長の今後の見通しが気になっている。,金融・経済,4,validation
400,友人と経済成長に関する制度を調べている。,金融・経済,4,train
401,休日にWi-Fiの性能を比較してみたい。,IT・テクノロジー,0,test
402,先週、剣道のトレーニング方法を調べている。,スポーツ,3,test
403,ネットでボクシングの大会結果を確認した。,スポーツ,3,train
404,フィギュアスケートの選手の動きが印象に残った。,スポーツ,3,train
405,友人と水泳の練習を始めた。,スポーツ,3,train
406,最近、スキーをテレビで観戦する予定だ。,スポーツ,3,train
407,今日は保険のリスクを整理している。,金融・経済,4,train
408,友人と東京で写真を撮りたい！,旅行・観光,2,train
409,今日は物価が企業活動にどう影響するか考えた。,金融・経済,4,train
410,広島のおすすめルートを確認した。,旅行・観光,2,validation
411,朝から市場の今後の見通しが気になっている。,金融・経済,4,train
412,休日に円相場について基本から勉強している。,金融・経済,4,train
413,最近、プログラムの性能を比較してみたい。,IT・テクノロジー,0,train
414,朝からセキュリティのセキュリティ対策を強化したい！,IT・テクノロジー,0,train
415,休日に経済成長について基本から勉強している。,金融・経済,4,train
416,次の休みに北海道へ行く予定だ。,旅行・観光,2,test
417,朝から新幹線までの交通手段を比較している。,旅行・観光,2,train
418,最近、東京で泊まる場所を探している。,旅行・観光,2,train
419,先週、大阪で泊まる場所を探している。,旅行・観光,2,validation
420,ネットでインフレの変化をグラフで確認した。,金融・経済,4,train
421,そばの店が混んでいたので別の店を探した。,食事・料理,1,train
422,最近、唐揚げに合う調味料を試してみたい。,食事・料理,1,validation
423,朝からセキュリティの設定方法を確認している。,IT・テクノロジー,0,train
424,家でうどんの店が混んでいたので別の店を探した。,食事・料理,1,validation
425,朝から鍋料理の簡単なレシピを探している。,食事・料理,1,train
426,仕事でハンバーグの簡単なレシピを探している！,食事・料理,1,train
427,サッカーの練習を始めた。,スポーツ,3,train
428,今夜は味噌汁を作る予定だ！,食事・料理,1,train
429,休日に駅前の店で餃子を注文した。,食事・料理,1,validation
430,最近、税金の変化をグラフで確認した。,金融・経済,4,validation
431,今日はスノーボードのトレーニング方法を調べている。,スポーツ,3,train
432,仕事で保険についてニュースで解説されていた。,金融・経済,4,train
433,友人とフィギュアスケートの試合日程を確認した。,スポーツ,3,test
434,仕事で唐揚げの店が混んでいたので別の店を探した！,食事・料理,1,train
